gene_name,Intercept,Previous,Current,Species,Stage,Generation,Previous:Current,Previous:Species,Current:Species,Previous:Stage,Current:Stage,Species:Stage,Previous:Generation,Current:Generation,Species:Generation,Stage:Generation,Previous:Current:Species,Previous:Current:Stage,Previous:Species:Stage,Current:Species:Stage,Previous:Current:Generation,Previous:Species:Generation,Current:Species:Generation,Previous:Stage:Generation,Current:Stage:Generation,Species:Stage:Generation,Previous:Current:Species:Stage,Previous:Current:Species:Generation,Previous:Current:Stage:Generation,Previous:Species:Stage:Generation,Current:Species:Stage:Generation,Previous:Current:Species:Stage:Generation
gsb-n,0.611665309924258,0.754591479568222,1,1,1,0.194970808853312,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Gsc,0.240936002337769,0.171091359419244,1,0.00907089261305895,1,0.00907089261305895,0.739349436406334,0.101796655335102,1,1,1,0.0600161437828436,0.650675466048592,1,0.157408551282316,1,1,1,0.476895517554958,0.99721134404723,1,0.516986984629766,1,1,1,0.404317549047806,1,1,1,1,1,1
gskt,0.000650380346347517,1,1,1,0.000895686914566987,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GstE1,2.30210069689634e-32,1,1,0.000896535590285669,1,0.0165736954420135,1,1,1,1,1,1,1,1,0.021933054703148,1,1,1,1,1,1,1,1,1,1,0.116180537855006,1,1,1,1,1,1
GstE10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.604081906439495,1,1,1,1,1,1,1,1,1,1,1,1,1,0.958639167278014,1,0.679519969402703
GstE11,6.61461389291865e-31,1,1,0.00818534879562434,1,6.94139964633185e-09,1,1,1,1,1,1,1,1,0.0190749566027736,1,1,1,1,1,1,1,1,1,1,0.000521112093366314,1,1,1,1,1,1
GstE12,3.47473107001258e-31,1,1,0.00539971691593367,0.474929894541849,3.96820993118951e-05,1,1,1,1,1,0.850948127244307,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GstE13,1.74697255789348e-36,1,1,0.00437505462058611,0.0687384415238002,1,1,1,1,1,1,1,1,0.922197795872384,1,0.2869510174815,1,1,1,1,1,1,1,1,1,0.0108475195163565,1,1,1,1,1,1
GstE14,0.946718558901054,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GstE2,0.491446243234453,0.64808365956966,1,0.117550052543335,0.816202835551705,1,1,1,1,1,1,0.560958173447953,1,1,1,1,1,1,1,1,1,1,1,0.984454806285935,1,1,1,1,1,1,1,1
GstE3,0.00539132205817294,1,0.778913177809268,6.77734473900179e-11,0.799808412562883,0.0458273058608266,1,1,1,1,1,0.446509539807069,1,1,7.5278997786111e-06,1,1,1,1,1,1,1,0.793598553912941,1,1,1,1,1,1,0.64213736609588,0.988723825439082,0.849424229279214
GstE4,1,1,1,1,0.0194220148320307,1,1,1,1,0.899241132333557,0.883341547847608,0.960758577445956,1,1,1,1,1,1,0.847718695044097,1,1,1,1,0.601333132644381,1,0.464296002260247,1,1,1,0.651591624555125,1,1
GstE6,0.00288226771175053,1,1,1,1,1,1,1,1,1,1,1,1,1,0.000504485938301281,1,1,1,1,1,1,0.216645448752009,0.0999738590609948,1,1,0.230936219533481,1,0.0983846490762852,1,0.806402352318032,0.395864213979394,0.35719711798241
GstE9,8.17255654637065e-35,1,1,1,0.00400230363639557,0.2869510174815,1,1,1,1,1,0.277475982416448,1,1,0.855944672814327,0.852319430891928,1,1,1,1,1,1,1,1,1,0.159222842876614,1,0.839223962273086,1,1,1,0.0653710890009741
GstS1,0.000613422549897761,1,1,1,1,0.456205498441138,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GstT1,3.17527162824937e-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.204543886536793,1,1,1,0.925181619946456,0.732305126481399,1
GstT4,0.019071907581933,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.738168161235319,1,1,1,1,1,1
gudu,0.0231613718693442,1,1,1,0.0227662212331429,0.523121810841296,1,0.649050631277663,1,1,1,1,1,1,1,1,0.787263255709255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
gukh,0.701085720813011,1,1,1,1,1,1,1,1,1,1,1,1,1,0.000461206696513877,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GV1,0.916376180505127,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0360148414051898,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
gwl,2.7081033440218e-05,1,1,1,0.713323047676053,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.709503986501179,1,1,1,1,1,1,1,1
Gyc32E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.948069435673295,1,1,1,1,1,0.489562009027884,1,1,1,0.789825460903883
Gyc76C,4.75872164198491e-16,1,1,1,0.720999836216508,1,1,1,1,1,1,1,1,1,0.824417589181493,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Gyc89Db,0.115836526318655,1,1,0.970489788696725,0.989422227164975,0.76547242290303,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.852033751678832,1,1,1,1
Gycalpha99B,1.05333539915913e-05,1,1,0.000106516294476507,1,0.0024703565819269,1,1,1,1,1,1,1,1,0.00160859133411329,0.0798186202098749,1,1,1,1,1,1,1,1,1,0.0518552663453374,1,1,1,0.601333132644381,0.379357664842634,1
Gycbeta100B,1,1,1,1,1,0.279518504630235,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.786261277390356,1,0.798675676705949,1,1,1,1,1,0.951356122550418,1
H15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.554863825898022,1,1,1,1,1,1,0.27336159272318,1,1,1,1,1,0.295869594893301,1,1,1,1
H2.0,1,1,1,1,1,0.708274020992827,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.509676732426477,1,1,0.739887370385874
haf,0.0211779172135135,1,1,0.260828853272138,0.111247991177927,1,1,1,1,1,1,0.858880422602195,1,1,1,1,1,1,1,1,1,1,1,0.718195580533677,1,1,1,1,1,1,1,1
Hakai,2.32313881700642e-22,1,1,1,0.648834249349205,0.00770422515324264,1,1,1,1,1,0.400240262914097,1,0.629339884351977,1.53325470641979e-05,1,1,1,1,1,1,1,1,1,0.866644725813464,0.0124240011635607,1,1,1,1,1,1
hale,3.70745952720107e-05,0.668006807588543,1,1,0.000810673633969455,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.925623546507484,1
halo,0.203489486928809,1,1,1,1,0.661698582694657,1,1,0.993195393794761,1,1,0.570392133684547,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ham,1,1,1,1,1,0.464974876955749,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.338079257074074,1,1,1,0.568274222430028
Hand,1,1,1,1,1,1,1,1,1,1,1,1,0.845220982196239,1,1,1,1,1,1,1,1,0.620197428155914,1,1,1,1,1,0.967963751711183,1,1,1,1
hang,8.86837637500919e-09,1,1,1,1,0.00905746149644857,1,1,1,1,1,1,1,1,0.00188421845783173,1,1,1,1,1,1,1,1,1,1,0.875541938746035,1,1,1,1,1,1
Hasp,0.110581142279021,1,1,1,1,0.518081627844979,1,1,1,1,1,1,1,1,1,0.933417122842862,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Hat1,0.0032281732564313,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.627653909604386,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
hbn,1,1,1,1,1,0.0345648097894823,1,1,1,1,1,1,0.862060718934292,1,1,0.347977849727696,1,1,1,1,0.777694982227324,0.634072317616351,1,0.75737716927382,0.574504601273743,1,1,1,0.458124594049679,1,1,1
hbs,2.73850501074502e-08,1,1,9.0484154483605e-05,5.84650267159893e-06,1,1,1,1,1,1,0.0173510036731008,1,1,0.0126003389027244,1,1,1,1,1,1,1,1,1,1,0.146972236236324,1,1,1,1,1,1
HBS1,3.76497299411212e-11,1,1,1,1,1.86095661981451e-06,1,1,1,1,1,1,0.404599404795157,1,0.000542435097936365,1,1,1,1,1,1,0.227777057544084,1,0.795998875006257,1,0.400144776354778,1,0.814486952982124,1,0.887562082123985,1,1
Hcs,0.486654369353935,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HDAC3,6.36904027187529e-30,1,1,0.458533976829891,1,1,1,1,1,1,1,1,1,0.116314049083702,0.00505676958456647,1,1,1,1,1,1,1,0.697241307359536,1,1,0.106885594089708,1,1,1,1,1,1
HDAC6,1.34472440869719e-21,1,1,0.0211525047106956,1,0.632527293857315,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0211835003945057,1,1,1,1,1,1
hdc,0.570119457984253,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
hdly,5.59153168199618e-19,1,1,0.0424538668902444,0.0187927009701256,0.573662679745615,1,1,1,1,1,1,1,0.66914899418098,0.503681998246039,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
hdm,0.000690773957742469,1,1,0.0292565705503763,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
He,0.595232601225017,1,1,1,1,4.32235780880858e-10,1,1,1,1,0.295319519527863,1,1,1,1,1,1,0.884667130146228,1,0.654011278936675,1,1,1,1,1.09612161464922e-05,1,1,1,0.372426133838215,1,0.00244796913601971,0.782074402479649
hec,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
heix,7.27460654966689e-17,1,1,1,1,0.000847622612965095,1,1,1,1,1,1,1,1,0.183583950570521,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8.62217067375357e-15,1,2.96403330556617e-07
Hel25E,0.00259937872531379,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.796681350897165,1
Hem,0.894251475461597,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.908455577760122,1,1,1,1,1,1,1
Hen1,1,1,1,1,1,0.51919221045689,1,1,1,1,1,1,1,1,0.748898346253965,1,1,1,1,1,1,1,0.626145292429058,1,1,1,1,1,1,1,1,1
hep,0.464602551608325,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.296380219874137,1,1,1,1,1,1
heph,0.495688264759333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
her,0.993824975519439,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Herp,0.387796491155339,1,1,1,1,0.0975560077381111,1,1,1,1,1,1,1,1,0.467681536804299,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Hex-C,0.00535359358563483,1,1,1,2.94673947381542e-10,1,1,1,1,1,1,0.00418185193288721,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.900501766988749,1
Hex-t1,3.07728595021073e-09,1,1,1,4.71330849904496e-07,1,1,1,1,1,1,1,1,1,1,0.000551063955610782,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Hex-t2,3.6756900655074e-06,1,1,1,1.0560559304393e-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Hexo1,6.93451236135694e-25,1,1,1,0.00846385583613237,0.465284203361504,1,1,1,1,1,1,1,1,0.017210921771954,1,1,1,1,1,1,1,1,1,1,0.374849343175723,1,1,1,1,1,1
Hexo2,1.03112880896765e-15,1,1,0.964131850394566,0.620814811174452,0.10160790339091,1,1,1,1,1,1,1,1,1,0.730627550541608,1,1,1,1,1,1,1,1,1,0.233353860572742,1,0.705712640595012,1,1,1,0.275207244250645
Hey,1,1,1,0.282036667988673,1,1,1,1,1,1,1,0.524683090239897,0.625994057723968,0.654011278936675,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.162154774814991,0.750699122763122,0.484817820538818
Hf,1.64593549078386e-32,1,1,0.000622806090144706,0.896971054918773,1,1,1,1,1,1,0.0396668287712073,1,1,0.968167495416158,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
hfp,0.000177003982864928,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
hgo,0.967820034822482,1,1,1,0.874014083114583,1,1,1,1,1,1,1,1,1,1,1,1,0.781157215213509,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HHEX,2.06908511330215e-12,0.867654136034386,1,1,5.76562272451165e-07,1,1,1,1,1,1,1,1,1,1,0.000624118582327658,1,1,1,1,1,1,1,1,1,0.208363386180997,1,1,0.920932402946402,0.28832195196682,0.143425087094265,0.336229182452542
hid,1,1,1,1,1,1,1,1,1,1,1,1,1,0.226680268203356,0.815631807026546,1,1,1,1,1,0.727668597268765,1,0.71427960075189,1,1,1,1,1,1,1,1,1
hig,0.462300748344857,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.892699760753251,1,1
Hil,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.329036895720168,1,1,1,1,1,1,1,1,1,1,0.87953043441974,1,1,1,1,1,1
HIP,0.0997259235018222,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0229882681919783,1,1,1,1,1,1,0.538515035650408,1,1,1,1,1,1,1,1,1,1
HipHop,1.81930743623931e-19,1,1,1,0.0071922687654764,1,1,1,1,1,1,0.83140275907752,1,1,0.0260920286661835,1,1,1,1,1,1,1,1,1,1,0.717944949472954,1,1,1,1,1,1
Hipk,8.9600959142772e-05,1,1,0.981935760245307,0.592618649837294,0.012047140985415,1,1,1,1,1,1,1,1,0.0123750881973285,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Hira,0.0792365687686477,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.210462921928112,1,1,1,1,1,1
His1:CG33849,0.0966944218552214,1,1,0.731260298299942,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
His2Av,3.02630362721627e-41,1,1,0.0424660481512654,0.268426110342927,3.71795523330431e-09,1,1,1,1,1,1,1,1,0.000125319750421201,1,1,1,1,1,1,1,1,1,1,0.0546937723042431,1,1,1,1,1,1
His3:CG31613,0.0271737172919882,1,1,1,1,1.25407807477796e-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
hiw,0.14209671907707,1,1,0.876952260238723,0.209039106171538,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.605148842497441,1,1,1,1,1,1
Hk,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.514423978718688,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
hkb,0.00276214945451287,1,1,1,0.0150671757506529,0.860767722306937,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.431903781675689,1,1,1,1,1,1
HLH3B,1,1,1,1,0.686213035782386,3.37239043687814e-07,1,1,1,1,1,1,1,1,1,0.00131285339014992,1,1,1,1,1,1,1,1,0.762356346544727,0.00641914081282262,1,1,1,1,1,1
HLH4C,1,1,1,1,1,0.603040470715395,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HLH54F,7.52743685544419e-05,1,0.0681858476190057,0.0612342503145419,0.0187031807064512,1,0.0752055352447787,1,0.0319688761153142,0.539541490277895,0.632096833414154,0.665598598312349,1,0.429749191388943,0.408222240163543,1,0.10538310415531,0.178494478369272,1,0.487562543791042,0.45080005263087,1,0.296849461494681,1,1,1,0.352335568173157,0.52479772854577,1,1,1,1
hll,0.0139064548976418,1,1,0.00399181091305195,0.000353655883932128,1,1,1,1,1,1,0.0943673933055536,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Hmg-2,1.54076070591524e-11,1,1,0.596766970833107,1,1,1,1,1,1,1,1,1,1,0.020375856654028,1,1,1,1,1,1,1,1,0.937773603400836,1,0.069213503571479,1,1,1,0.964417780747316,1,1
HmgD,1.55755266632279e-39,1,1,1,1,2.92590474554203e-06,1,1,1,1,1,0.924716195097548,1,1,0.868115027065698,1,1,1,1,1,1,1,1,1,1,0.00617417882794924,1,1,1,1,1,1
Hmgs,3.21974470279852e-05,1,1,1,0.000370099488268507,1,1,1,1,0.191646348477154,0.134953647825579,0.0623049839702585,1,1,1,0.138437094632069,1,0.621797339720075,0.676421825007035,0.593453843042527,1,1,1,0.783655680720457,0.722397565263789,0.350920220665274,1,1,1,1,1,1
HmgZ,0.122430726236616,1,1,1,1,1,1,1,1,1,1,1,1,1,0.205893450122021,1,1,1,1,1,1,1,0.68892330275168,1,1,1,1,1,1,1,1,1
Hmr,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Hmt4-20,0.0118853886230729,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
hmw,4.45703757067341e-10,1,1,1,3.60865848090958e-08,1,1,0.0615060729565997,1,1,1,1,1,1,1,1,0.419151647967335,1,0.418563406691095,1,1,0.409096272014832,1,1,1,1,0.781050155508138,0.957978985014223,1,0.947454718528652,1,1
Hnf4,8.94547364320579e-21,1,1,0.150708568301344,1,0.209749842633981,1,1,1,1,1,0.852362792323358,1,1,0.288043370152083,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
hng1,0.968546260138062,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.910082742831001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
hng3,1.37219357653001e-21,1,1,1,1,0.0842625774453541,1,1,1,1,1,0.156245682453153,1,1,2.74577886695034e-07,1,1,1,1,1,1,1,1,1,1,0.130823247660113,1,1,1,1,1,1
HnRNP-K,1.44026100279722e-33,1,1,1,1,0.00202024608461859,1,1,1,1,1,1,1,1,0.786675978505276,1,1,1,1,1,1,1,1,1,1,0.0665875988713428,1,1,1,1,1,1
hoe1,1.30861665427222e-05,1,1,1,0.304016687293706,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.796529122301554
hoe2,0.00770422515324264,1,1,0.233600266684333,0.634465017477848,1,1,1,1,1,1,0.580450053406009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
hoip,2.75697378892176e-35,1,1,0.0444917440863651,1.49919054489565e-05,1.69782006015377e-09,1,1,1,1,1,0.441306249684966,1,1,0.312648703449512,1,1,1,1,1,1,1,1,1,1,0.0235494143153916,1,1,1,1,1,1
holn1,0.0229882681919783,1,1,1,1,0.983635146787208,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.347064608299842,1,1,1,1,0.920932402946402,1,1,0.782998844309372,1
Hop,0.022617081480225,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HP5,5.22728550530849e-11,1,1,1,1,1,1,1,1,1,1,1,1,0.874151118659275,0.0753696021515848,1,1,1,1,1,1,1,1,1,1,0.00856816427317773,1,1,1,1,1,1
Hph,2.22822307641148e-24,1,1,0.128467641572037,0.51246241682448,0.00352415588786399,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.89451280678851,1,1,1,1,1,1,1,1
hpo,4.21748150352437e-17,1,1,1,1,0.0578057751133092,1,1,1,1,1,1,1,1,0.0797823364727456,1,1,1,1,1,1,1,1,1,1,0.981592598403204,1,1,1,1,1,1
hppy,0.811089511231569,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.582608886110451,1,1,1,1
Hpr1,0.845758298890093,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.946983971009678,1,0.148625796005829
HPS1,5.98368053111545e-06,1,1,1,1,1,1,1,1,1,1,1,1,0.861026927742334,1,1,1,1,1,1,1,1,0.867978025823151,1,1,1,1,1,1,1,0.743552405664377,1
HPS4,1.26519208440607e-11,1,1,1,1,0.611725308910729,1,1,1,1,1,1,1,1,0.0866126894801149,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Hr3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.520572173727301,1,1,1,1,1,1,0.860690294665363,1,1,1,1,1,0.407739832044551,1,1,1,1
Hr4,1,1,1,1,0.890537831009284,1,1,1,1,1,1,1,1,1,0.190570811360427,1,1,1,1,1,1,1,1,0.997805163083151,1,1,1,1,1,1,1,1
Hr51,0.0406139364701778,1,1,1,1,0.339782107370769,0.934197223868071,1,0.945560929371477,1,1,0.701952578919,1,1,1,1,0.733768626721047,1,1,0.868580696627763,1,1,1,1,1,1,0.799298985046638,1,1,1,1,1
Hr78,0.0718075811795156,1,1,1,1,0.845803333761049,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.994080294732491,1,1,1,1,0.608733546885468,1,1,1,1
Hr83,0.0116570962702248,1,0.968167495416158,1,0.968167495416158,0.968167495416158,1,1,0.598197613746035,0.526779801279311,1,1,1,1,1,1,1,1,0.514423978718688,1,1,1,1,1,1,1,1,1,1,1,1,1
Hr96,0.0131011179618821,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.559267522462806,1,0.873463164170873
Hrb27C,8.85559557193583e-41,1,1,1,1,5.27863239561071e-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.292573986986212,1,1,1,1,1,1
hrg,1.2661729851314e-15,1,1,1,1,0.00435010411944382,1,1,1,1,1,1,1,1,0.683050901419851,1,1,1,1,1,1,1,1,1,1,0.451325421397083,1,1,1,1,1,0.914245974938227
Hrs,8.9325802097943e-20,1,1,1,0.0224671672634208,1,1,1,1,1,1,1,1,1,0.927173952218267,0.999342414359796,1,1,1,1,1,1,1,1,1,0.341815967921564,0.938340529765803,1,1,1,1,1
Hs2st,5.69296282159128e-15,1,1,1,1,0.00402038156352322,1,1,1,1,1,1,1,1,0.227609976904834,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Hs3st-A,1,1,1,1,1,0.364354270501668,1,1,1,1,1,1,1,1,0.670849815337175,1,1,1,1,1,0.799470775904579,1,0.214658590892324,1,1,1,1,0.28832195196682,1,1,1,1
Hsc70-3,0.0110161075390235,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Hsc70-5,9.88249577621351e-25,1,1,1,0.198988625787507,0.00876042712711605,1,1,1,1,1,1,1,1,0.180268922069406,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Hsepi,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Hsp60B,8.28147935768499e-07,1,1,1,6.51659245467455e-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.998439962989242,1
Hsp60C,7.89000790092854e-09,1,0.203008795325678,1,2.18287032435105e-08,1,0.702135532396213,1,1,1,0.611260284642975,1,1,0.702135532396213,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HSPC300,1.47381743752903e-26,1,1,0.00184919077120789,1,0.0264509900851238,1,1,1,1,1,1,1,1,0.0153451016712174,1,1,1,1,1,1,1,1,1,1,0.318337733401872,1,1,1,1,1,1
htl,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.682978939355582,1,1,0.793822478316309,0.818929088735997
hts,9.10135276149707e-27,1,1,1,1,0.748750678498301,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
htt,0.00416844324880461,1,1,0.400539566885253,1,0.00427190544198156,1,1,1,1,1,0.455134760374678,1,1,0.347976299362423,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
hubl,7.56449579980457e-22,1,1,1,1,1,1,1,1,1,1,2.23326551752431e-10,1,1,1,1,1,1,1,1,1,1,1,1,1,3.87780699698605e-06,1,1,1,1,1,1
hui,5.45707708574992e-10,1,1,0.000926016958228025,2.87792281794065e-07,0.377199993194263,1,1,1,1,1,0.560440589020463,1,0.105811592470577,1,1,1,1,1,1,0.49005309565661,1,1,1,1,1,1,1,1,1,1,1
Hus1-like,0.259982264464296,1,1,0.206844117887255,1,1,1,1,1,1,0.827812855092257,1,1,1,1,0.0726901316901563,1,1,1,1,1,1,1,1,0.379022070554845,0.116314049083702,1,1,1,1,0.249144703020484,1
Hydr1,8.64641692336061e-25,1,1,0.1788473471093,0.253670336716762,0.0657922331045962,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.776465847886773,1,1,1,1,1,1
Hydr2,0.000461646708367669,1,1,1,1,0.750714179967127,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.847718695044097,1
hydra,7.43033423580128e-09,1,1,1,6.27887611138743e-09,1,1,1,1,1,1,0.964595112848323,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.60492236930772,1,1
Ice1,0.0667151858326708,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ice2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
icln,2.97238637611878e-14,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0936732553060891,1,1,1,1,1,1,1,1,1,1,0.0715999842812406,1,1,1,1,1,1
Ide,6.04931249247502e-10,1,1,0.998399586407906,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Idgf1,7.93723770206604e-35,1,1,0.00902264553181341,0.661698582694657,4.7307189306052e-05,1,1,1,1,1,1,1,1,0.00170457504668288,0.0589128225851322,1,1,1,1,1,1,1,1,0.797241924002562,0.024434845055081,1,1,1,1,1,1
Idgf2,3.07570606064732e-27,1,1,0.676421825007035,1,5.77073420513443e-05,1,1,1,1,1,1,1,1,0.953002137525756,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Idgf3,2.23733390430396e-31,1,1,0.0512066221108463,0.00439993818951708,1,1,1,1,1,1,0.856463852899415,1,1,0.625668229347484,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Idgf5,2.47076207120661e-21,1,1,0.186413793924627,1,1,1,1,1,1,1,0.562461450108957,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.727217556972657,1,1,1,1,1
Idgf6,2.56484618613892e-30,1,1,1,1,0.0492097593078311,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
